Song,Date,Number of Plays
Sheree,1942-03-22,667
Arlena,1935-12-07,118
Oona,1961-09-10,949
Jinny,1939-08-29,301
Stevana,2004-07-30,823
Miquela,1919-06-15,542
Fayre,2010-04-01,971
Ginnie,1966-09-28,797
Elsie,1977-07-09,717
Jsandye,2017-04-21,313
Xylina,2007-10-25,680
Kalina,2009-03-11,545
Rochette,1961-11-14,815
Kristan,2003-03-25,580
Marjie,1972-12-16,309
Nataline,1954-10-03,105
Karly,1902-06-01,123
Nariko,1924-02-22,673
Aryn,1930-02-20,5
Elie,1957-12-14,764
Steffane,2004-03-29,979
Noelle,1908-11-25,958
Sharai,1925-11-28,941
Susan,2011-10-07,907
Karina,1956-08-24,865
Ana,1906-04-13,439
Dorene,1960-02-27,170
Teriann,1953-12-04,986
Gerianna,1933-09-26,585
Xylina,1920-08-26,106
Berta,2011-07-19,506
Minda,2013-04-12,743
Anestassia,1970-07-13,756
Latisha,1978-05-13,509
Hayley,2014-01-01,699
Siana,1965-02-22,71
Kathy,1978-07-03,450
Jessy,1945-09-30,795
Aeriela,2013-04-11,544
Meriel,1923-09-27,550
Winny,1943-06-22,573
Genovera,1992-05-21,163
Elbertina,2008-05-26,571
Carlie,1987-01-29,632
Sybille,2011-04-22,712
Kellen,1999-12-19,199
Maye,2016-05-06,594
Malina,1946-03-12,222
Rosabelle,1971-09-12,884
Brandise,1991-01-15,644
Vivia,2001-05-08,835
Tina,1976-06-24,553
Riannon,1965-02-26,459
Janis,1919-01-01,73
Belinda,1985-02-26,606
Lanae,1957-01-10,776
Averyl,2015-02-14,521
Lyssa,2016-11-10,803
Monika,1934-07-09,829
Britte,1950-11-17,554
Jemie,1909-11-28,113
Diena,1933-02-04,778
Tersina,2003-11-09,575
Lolita,1963-10-17,695
Jacquetta,1980-04-23,122
Magdalena,1970-11-23,399
Mara,1948-04-17,993
Joeann,1968-06-09,844
Renae,1963-07-27,383
Ivett,2007-07-19,886
Adele,1969-07-05,174
Judy,1926-08-11,413
Merci,1947-04-27,893
Britni,2009-11-06,492
Kirbee,2018-10-01,213
Riannon,1912-05-07,767
Fidelia,1908-08-06,557
Lulita,1908-07-27,943
Trixi,1936-12-13,765
Agathe,1915-02-27,632
Nicoli,1943-02-13,692
Lorenza,2004-04-15,521
Gloria,1942-07-06,389
Di,1947-08-08,35
Trudie,2007-07-23,230
Veda,1955-01-18,619
Olivette,2014-02-08,621
Jaclyn,1988-03-19,942
Marylou,1943-07-23,326
Joy,1990-04-10,737
Celene,1929-11-21,222
Nollie,1937-06-16,550
Lucy,2005-02-01,445
Janenna,1918-08-24,324
Gertrud,1961-01-10,184
Dagmar,1940-01-05,886
Aimil,1961-12-19,442
Bill,1960-11-09,234
Willetta,2009-10-01,38
Yetty,1966-08-20,76
Adele,1965-08-22,536
Cristabel,1943-01-19,740
Odessa,1936-09-14,978
Ileana,1986-03-19,533
Julieta,1946-01-03,499
Gerrie,1971-06-20,273
Viviene,2011-06-21,796
Nonnah,1997-01-13,263
Caryl,1919-07-24,164
Andeee,2001-12-07,760
Selma,2000-09-25,974
Dominga,1979-04-29,718
Elise,1961-10-23,561
Roslyn,1914-07-21,752
Clementine,1922-12-29,654
Ezmeralda,1986-10-15,947
Gianina,1996-09-05,289
June,2017-10-11,809
Annice,1931-05-30,49
Aaren,1924-01-18,418
Damaris,1967-04-21,934
Julieta,1952-11-20,236
Abbie,1905-06-14,929
Rochette,1914-04-24,233
Bibby,2003-02-20,477
Jacquetta,1920-01-06,295
Felice,2016-09-23,190
Shaylyn,1982-10-12,390
Brooks,2014-11-17,408
Deloria,1957-06-28,373
Berget,1981-05-15,954
Nita,1997-02-03,986
Eadie,1920-04-22,130
Dorthy,2008-08-28,325
Mureil,1953-08-16,571
Pierette,1962-05-06,69
Tina,1940-03-30,477
Alisha,1917-04-26,364
Gale,1925-06-01,950
Betta,1939-11-11,428
Daryl,1940-03-18,23
Doralynne,1968-10-02,762
Taffy,1916-02-17,601
Gerrie,1991-06-29,594
Hallie,2013-07-02,573
Mildrid,1956-05-16,260
Orsola,1915-03-23,516
Olwen,1921-03-23,423
Jean,1920-03-14,12
Maridel,2005-06-08,595
Babita,1918-06-05,151
Ingrid,1977-05-23,540
Kara-Lynn,1981-03-21,802
Elena,1935-11-09,811
Libbie,1924-10-26,370
Bettine,1982-05-21,957
Lesly,1998-02-03,752
Christy,1910-01-04,580
Dagmar,1995-08-06,240
Sharlene,1994-01-22,61
Valeda,1934-01-10,706
Emilia,1975-11-02,884
Juliane,1968-03-10,865
Roz,1922-07-25,237
Candy,1943-12-06,608
Arlina,1951-01-27,780
Tobe,2013-12-06,777
Agathe,1982-06-05,961
Rayna,1937-07-08,368
Ermengarde,1923-07-25,25
Ernesta,1908-11-28,661
Sissy,1936-04-28,602
Lila,1974-03-23,368
Layla,1908-10-25,879
Ulrike,1957-03-26,245
Siana,1927-05-04,324
Clarice,1999-09-12,942
Brietta,1925-11-23,882
Hallie,1960-02-06,194
Correy,1904-08-05,242
Yvonne,1920-05-06,400
Maud,1960-03-07,444
Sybille,1990-07-13,88
Blake,1928-11-28,463
Daune,1997-10-31,800
Arlina,1900-07-16,457
Ernesta,1971-08-23,307
Rosaline,1951-05-13,819
Augustine,1959-08-16,16
Tarra,1923-08-13,815
Vanessa,1956-09-23,70
Dorthy,1955-07-20,350
Lenna,1930-02-10,670
Marinna,1925-09-18,418
Lonnie,2002-11-02,327
Jordan,1941-05-16,422
Carmela,1974-01-30,482
Catharine,1923-07-12,398
Shannah,1962-10-24,905
Philis,2011-06-19,533
Gerianna,1951-05-01,501
Blake,1994-08-14,994
Dulce,1990-06-15,468
Rozele,2019-02-17,308
Heddie,1961-07-13,864
Sheree,1936-02-01,881
Jerry,1926-01-29,897
Jenda,1989-12-14,576
Albertina,1939-07-03,209
Roseline,1980-02-10,167
Laurene,1970-08-26,929
Ermengarde,1952-11-15,818
Almeta,1942-04-06,506
Janeczka,1912-10-30,755
Cissiee,1957-12-23,677
Daphne,1968-10-21,856
Hollie,1917-10-09,523
Gertrud,1958-02-26,179
Dacia,2016-12-10,563
Alex,1963-05-07,644
Nadine,1929-05-04,156
Ashlee,1998-01-14,573
Sidoney,1940-10-18,28
Malina,2009-02-09,63
Barbara,1998-02-27,791
Elfreda,1959-10-27,439
Lesly,1983-09-20,729
Bettine,1929-03-18,52
Oralee,1953-09-16,643
Lelah,1908-05-19,1
Rochette,2014-04-01,75
Brandise,1998-06-07,832
Karena,1970-08-18,278
Belva,1934-11-12,975
Nanete,1998-02-01,512
Winny,1999-11-25,491
Queenie,1996-06-17,512
Libbie,1994-07-14,546
Adore,1924-01-02,657
Marnia,1905-12-18,927
Blinni,1966-12-21,275
Misha,1955-12-24,421
Aeriela,1955-05-10,542
Gale,1998-09-02,192
Ardeen,2019-06-30,503
Raf,1985-10-12,791
Sara-Ann,1992-10-14,946
Jacenta,1941-05-02,734
Gaylene,1955-12-09,486
Bobbi,1909-12-18,520
Tracey,1910-03-10,651
Blake,1964-01-17,375
Estell,1947-07-30,499
Berget,2017-04-18,258
Dari,1957-03-26,722
Rhea,2006-02-04,381
Libbie,1940-02-02,894
Lily,1971-01-11,418
Orelia,1945-04-18,487
Tabbatha,1913-09-12,521
Jessamyn,2015-08-29,105
Renae,1960-01-10,933
Sara-Ann,1958-07-02,277
Carmencita,1965-04-19,55
Celisse,1951-12-13,97
Siana,1903-09-04,250
Maisey,1937-10-21,988
Fanchon,1996-06-11,702
Clementine,1972-07-09,900
Myrtice,1923-04-29,415
Karolina,1929-02-16,881
Ekaterina,1922-04-11,91
Jere,2014-08-06,38
Robbi,1987-05-30,30
Violet,1910-04-29,4
Ketti,1978-11-28,69
Aimil,1929-04-05,415
Sashenka,1917-08-07,712
Livvyy,1953-07-18,607
Marleah,1988-05-30,452
Lonnie,1939-04-08,169
Millie,1996-04-30,176
Sue,1991-12-09,776
Emilia,1992-04-12,564
Joelly,1977-08-06,657
Johna,1901-05-13,60
Tierney,1958-12-10,673
Alyssa,1909-01-08,942
Arlina,1950-09-30,663
Karena,1919-11-07,337
Yolane,1911-04-15,602
Miquela,2018-12-05,128
Sibella,1955-05-08,417
Wynne,1972-05-01,261
Cassondra,1930-05-15,744
Rosene,1967-04-25,185
Leia,1948-09-23,485
Joeann,1944-12-16,345
Evita,1995-03-13,326
Pamella,1956-12-27,839
Ida,1926-09-09,814
Fanchon,2004-04-24,745
Tobe,1985-01-24,150
Joy,1958-11-03,946
Annabela,1959-01-10,322
Blake,1941-05-02,169
Lusa,1951-09-14,237
Kial,1903-12-15,7
Magdalena,1924-07-23,773
Millie,1983-03-01,377
Ana,1988-04-12,893
Jerry,1941-03-06,453
Valeda,1962-01-04,447
Elyssa,2016-10-15,663
Alejandra,1971-02-19,342
Cherilyn,1933-07-02,138
Gerianna,2011-01-22,836
Giustina,1973-04-05,938
Amalie,1948-05-11,705
Karina,2013-05-31,168
Agathe,1980-03-11,813
Christal,1946-11-16,658
Trudie,1993-05-10,212
Delilah,2012-10-22,688
Blake,1902-08-27,11
Riannon,1957-12-23,731
Peri,1997-08-30,812
Isa,1911-12-19,437
Darlleen,1961-10-27,369
Elena,1979-03-29,246
Gilda,1902-08-23,51
Patricia,1990-03-04,259
Kore,1987-08-30,37
Codie,2015-11-25,266
Zia,1943-09-26,575
Elka,2002-02-18,335
Josephine,2005-04-29,396
Di,1995-10-07,294
Minda,1941-04-15,928
Ronna,2018-11-07,219
Lexine,1980-02-11,965
Leia,1934-05-14,367
Sashenka,1951-07-19,103
Edee,1921-08-23,655
Sindee,1924-06-16,329
Bertine,1996-04-21,495
Priscilla,1955-10-09,369
Peri,1997-05-08,864
Collen,1934-09-08,552
Dacia,1958-12-30,883
Jere,1993-06-28,47
Halette,1992-12-25,210
Anthia,1923-07-18,672
Cassandra,1930-03-13,666
Aimil,1969-05-15,279
Hyacinthe,1975-05-15,662
Diena,2018-11-01,913
Cathie,1915-08-12,191
Sarette,1961-09-06,860
Flory,1914-12-04,309
Lulita,1958-11-11,381
Reeba,1990-07-30,365
Silvana,1955-11-15,256
Deane,1986-12-03,874
Rani,1930-11-12,509
Belva,1912-03-11,606
Joelly,1951-05-07,605
Randa,1960-07-11,952
Rosanne,1984-09-27,238
Rori,1920-07-26,979
Layla,1943-09-16,33
Kylynn,1947-12-21,871
Valeda,1976-11-19,342
Shel,1947-10-07,833
Kamilah,1995-08-03,498
Tiffie,1977-04-12,451
Pierette,1939-08-04,676
Tracey,1992-04-10,56
Tani,1993-03-03,288
Willetta,2010-09-11,816
Morganica,1977-10-15,970
Adelle,1947-09-02,178
Gusty,1931-12-01,948
Gretal,1904-12-07,178
Addia,1918-08-25,985
Wileen,1912-03-07,46
Pollyanna,1941-08-24,516
Bobinette,1935-07-14,352
Yetty,2010-08-09,642
Beth,1940-08-05,210
Katharina,1945-06-16,528
Lacie,1993-06-05,819
Roslyn,2015-11-17,191
Hermione,1963-06-29,186
Letizia,1947-02-15,832
Ardys,1963-09-15,239
Roslyn,1971-11-18,235
Aimil,1931-09-04,680
Catrina,1996-09-18,10
Mariele,1929-05-12,272
Monika,1919-07-22,362
Lynnea,2009-09-19,943
Marcelline,1929-01-21,258
Emmey,1946-09-18,317
Valli,1994-08-03,158
Micheline,2012-03-08,300
Christal,1966-08-13,668
Berta,2003-04-12,766
Ezmeralda,1923-02-28,603
Valli,1932-10-27,283
Moyna,1953-02-08,330
Gerianna,1952-07-20,832
Frieda,1952-12-07,826
Claresta,1942-04-06,200
Beth,1949-05-23,95
Claudina,1930-12-10,390
Gloria,1955-04-21,73
Lilith,1979-04-17,705
Stephanie,2000-09-26,668
Viviene,1941-01-17,952
Beverley,2008-11-14,881
Corina,2011-12-24,943
Agathe,1944-06-09,258
Britni,1981-06-03,588
Gwyneth,2006-07-11,271
Sheelagh,1958-03-28,246
Lucy,1928-10-02,813
Maud,1944-11-09,690
Leona,1913-05-29,307
Berget,2007-02-04,889
Clary,1957-01-24,940
Tracey,1982-01-22,716
Vere,1918-02-09,778
Amii,1952-04-12,754
Annabela,1988-08-23,953
Penelopa,1983-10-29,201
Lanna,1913-12-29,777
Anestassia,2012-04-14,574
Berta,1919-03-25,201
Demetris,1914-06-23,745
Merry,2007-12-31,447
Althea,1994-07-31,353
Margalo,1902-01-27,745
Babita,1945-12-05,613
Talya,1985-12-27,489
Clarice,1972-09-05,520
Kristan,1909-08-10,621
Jasmina,1952-11-16,890
Kalina,1960-03-19,158
Brynna,1933-06-29,886
Alisha,1962-01-05,659
Katharina,1917-11-12,900
Ayn,1948-04-09,682
Winifred,1907-09-16,838
Shel,1903-07-30,210
Susette,1906-01-28,58
Margarette,1963-12-23,806
Ariela,1911-10-04,804
Valera,1931-05-12,423
Dennie,1998-09-26,519
Elyssa,1947-06-19,329
Sheree,1963-06-11,793
Bernie,1928-09-07,455
Cindelyn,1989-03-19,17
Tilly,1985-10-16,513
Yvonne,1956-11-18,297
Lulita,1994-12-12,890
Elka,1991-01-11,73
Ernesta,1928-12-08,825
Chastity,1907-12-23,697
Alia,1947-08-03,942
Carlie,1968-11-25,766
Roberta,1907-07-08,195
Mildrid,1972-10-12,120
Linzy,2004-05-11,256
Kristina,1901-11-17,351
Theodora,1915-05-24,625
Kial,2013-02-18,134
Antonietta,2000-06-26,704
Verla,2010-05-26,252
Libbie,1902-09-18,962
Brynna,1918-11-06,467
Sashenka,1984-12-15,751
Elmira,1969-02-11,665
Tierney,1947-04-03,97
Lauryn,1938-04-18,990
Robbi,1961-12-29,329
Deedee,2008-01-17,124
Alisha,1917-04-30,430
Mellicent,1945-06-23,152
Dotty,2010-09-28,995
Wynne,1950-09-08,515
Meg,1936-10-17,415
Kara-Lynn,2016-06-18,773
Minda,1994-07-08,693
Donetta,1942-10-14,430
Giustina,1932-02-28,341
Ashlee,1976-09-10,230
Arlina,1970-04-28,505
Robbi,1968-09-09,849
Talya,1931-06-12,448
Ada,1964-10-22,586
Halette,1982-03-19,577
Flo,1967-08-26,489
Alleen,2000-12-27,13
Kellen,1971-03-13,388
Lanae,1990-06-03,313
Susan,1939-06-25,867
Meghann,1900-05-09,2
Heddie,2013-02-18,640
Janenna,2008-08-30,98
Olwen,1994-01-11,81
Sheree,2007-10-17,38
Chloris,1940-02-01,683
Chere,1986-05-29,13
Clementine,2013-12-13,392
Annaliese,1931-07-27,735
Ada,1950-05-20,26
Pollyanna,1916-09-05,148
Alyssa,1938-06-07,507
Jillayne,1935-12-08,742
Oralee,1961-08-31,860
Inga,2003-02-26,689
Lyssa,1935-04-17,893
Jere,1966-08-13,723
Kate,2013-04-17,880
Alleen,2019-01-25,639
Adelle,1970-01-13,771
Marcelline,1926-09-17,564
Mureil,1961-07-02,247
Linzy,1967-10-25,66
Robbi,1970-06-26,858
Gusty,1905-07-15,271
Lizzie,1972-07-13,61
Elbertina,1938-09-29,761
Catharine,1996-06-25,831
Imojean,1991-05-03,538
Aimil,2009-03-30,298
Talya,1999-08-20,83
Anallese,1938-11-29,753
Libbie,1934-09-22,265
Lyssa,1992-12-07,741
Clementine,1931-11-12,348
Catrina,1974-03-31,999
Bibby,1927-09-02,632
Xylina,1953-08-11,780
Arlina,1968-10-15,267
Jessamyn,1932-06-29,860
Mamie,1942-12-02,645
Jessamyn,1977-01-14,609
Lanae,1904-07-10,87
Joelly,1918-11-12,702
Jere,2013-04-30,559
Ulrike,1933-06-13,12
Robbi,1989-07-02,985
Ericka,1908-04-15,832
Gavrielle,1908-09-17,218
Roslyn,1953-12-10,763
Corene,1994-10-30,384
Gusella,1917-02-09,586
Catrina,1939-08-29,974
Kathi,2013-09-21,633
Aaren,1980-08-28,369
Catrina,1984-10-19,170
Berta,1993-11-24,476
Lanna,1953-05-22,159
Pollyanna,2011-01-31,576
Mureil,2009-04-06,747
Carol-Jean,1909-04-04,366
Lindie,1918-10-09,518
Arlena,1941-06-18,853
Shirlee,2016-12-02,502
Arlena,1952-12-08,541
Arlena,2007-12-08,611
Nita,1984-07-18,904
Dode,1966-10-14,43
Pierette,1981-03-13,629
Lory,1974-12-02,173
Kial,2011-09-03,62
Cacilie,1950-04-14,922
Melanie,1978-03-17,633
Joy,1942-10-12,822
Angela,2019-06-08,556
Ayn,1983-09-24,700
Berta,2017-01-20,531
Tatiania,1935-08-26,284
Bernie,1910-01-07,220
Ayn,2017-03-23,328
Nyssa,1967-09-04,169
Justinn,1913-05-11,939
Bill,1921-10-26,70
Kary,1990-08-02,186
Gilligan,1975-02-26,884
Judy,1926-09-27,756
Morganica,1925-12-15,778
Jennica,1958-02-23,970
Ebonee,1937-06-28,875
Jasmina,1916-05-19,218
Alyda,1958-05-28,22
Dacia,1934-01-10,638
Danika,1944-08-22,207
Nicoli,1994-11-30,973
Elsie,1919-04-03,493
Dorice,1943-11-29,583
Ashlee,1997-05-08,799
Ashlee,1999-03-10,945
Adore,2005-02-27,977
Wendi,1970-12-13,271
Cassandra,2015-07-07,377
Constance,1917-04-11,453
Cristabel,1912-12-20,638
Minne,1944-06-24,4
Sibella,1926-05-25,951
Fidelia,1911-04-04,85
Fidelia,1935-06-09,802
Romona,1932-06-17,269
Janis,1921-05-12,258
Molli,1969-01-15,588
Nataline,1996-06-12,933
Roberta,1903-11-27,929
Neila,1940-10-25,567
Carol-Jean,1937-01-22,706
Peri,1947-11-25,640
Selma,1964-07-21,106
Kara-Lynn,1961-01-01,398
Ricky,1995-03-28,418
Margalo,1911-07-24,701
Aurore,1956-07-13,294
Glenda,1988-01-22,271
Jenda,1943-12-02,825
Ninnetta,1954-01-21,7
Oralee,2005-04-21,202
Wanda,2018-09-14,549
Livvyy,1916-06-07,815
Dominga,1962-12-10,8
Celestyna,1943-12-08,31
Jorry,1959-09-22,31
Kimmy,1938-12-15,696
Carilyn,1964-10-25,916
Pierette,1988-05-25,358
Tonia,1976-06-24,855
Alexine,1941-06-22,218
Gloria,1900-11-11,493
Theodora,2009-02-23,61
Noelle,1966-08-01,710
Jerry,1993-08-02,562
Aurore,2000-06-09,543
Carree,1940-12-29,50
Madelle,1921-05-28,757
Tressa,1956-05-14,906
Annice,1948-06-12,887
Letizia,1976-08-26,729
Di,1929-04-10,387
Ingrid,1962-09-19,850
Antonietta,1923-11-11,198
Oona,1975-09-08,131
Stacey,1940-10-01,96
Cherrita,1959-07-06,793
Janenna,1976-05-14,297
Alejandra,1990-01-02,438
Lesly,1955-04-17,899
Jenda,1960-11-14,788
Gusty,1977-04-06,314
Daphne,1941-06-26,422
Melisent,1957-05-02,611
Willetta,1915-10-31,543
Dorene,1915-09-01,462
Jany,1999-01-09,349
Doralynne,1944-12-27,51
Anthia,1900-11-24,368
Karolina,2014-02-22,62
Ronna,1970-03-13,15
Aubrie,1971-01-11,288
Coral,1972-02-11,466
Estell,1945-01-15,611
Clarice,1961-04-07,455
Meg,1908-10-30,597
Phylis,1957-06-16,959
Valli,2016-10-06,862
Chastity,1912-10-31,797
Dolli,1964-03-10,352
Brynna,2008-11-25,870
Gretal,1948-04-08,327
Micheline,1980-08-16,231
Linzy,1980-02-02,528
Mamie,1914-03-03,708
Georgina,2010-04-23,162
Lauryn,1937-08-07,306
Kial,1951-09-29,414
Atlanta,1994-01-29,159
Nicoli,1979-10-26,966
Aimil,1911-07-05,364
Tonia,1967-11-24,617
Marguerite,1964-07-20,204
Amara,1908-11-26,324
Ira,1980-10-29,835
Carmencita,2000-11-25,102
Viki,1929-11-15,331
Liana,1915-10-03,812
Marylou,2006-07-24,727
Correy,1971-08-20,333
Lynde,1961-12-01,699
Brooks,1924-12-11,622
Arabel,1922-09-30,21
Gloria,1900-07-24,68
Vinita,1986-08-09,399
Nyssa,1928-03-06,118
Jennica,1959-08-22,723
Alex,1913-09-11,282
Caritta,2010-04-18,622
Catrina,1972-08-27,214
Angela,1928-03-29,151
Kittie,1917-10-04,696
Gale,1902-01-20,78
Karolina,1964-08-08,273
Molli,2005-08-21,202
Anestassia,1945-03-17,122
Hannis,1999-05-02,272
Beth,1993-12-25,885
Carolina,2006-08-26,376
Benita,1902-07-10,317
Daryl,1940-04-07,629
Sarette,1993-07-06,136
Jemie,1917-05-16,910
Catrina,1910-04-16,680
Violet,1939-09-13,186
Barbara,1903-05-24,583
Dione,1955-03-23,223
Cherilyn,1955-06-20,388
Kamilah,1966-11-24,576
Bernie,1984-09-11,671
Andeee,1922-03-12,530
Merci,1931-04-08,337
Fredericka,1941-01-21,735
Aigneis,2008-12-23,937
Korrie,1981-05-31,103
Abbie,1951-06-01,147
Jessy,1944-08-11,900
Justinn,2011-01-12,746
Debee,1929-08-26,519
Heida,1908-04-14,994
Barbara,1925-08-01,233
Mamie,2013-09-03,840
Dianemarie,1972-07-28,467
Kaja,1990-11-03,841
Charlena,1904-10-20,461
Olwen,1903-04-11,629
Kirstin,1933-07-21,644
Angelique,1975-02-10,557
Tilly,1991-01-06,473
Lory,1996-11-21,145
Caritta,1981-03-24,982
Dianemarie,2014-03-22,886
Dale,1963-06-21,851
Albertina,1946-05-02,20
Chloris,2013-01-02,437
Ardys,2018-09-23,126
Mallory,1917-03-31,150
Mariele,1928-02-03,212
Ursulina,1954-02-07,135
Karolina,1976-09-09,444
Tomasina,1915-07-05,322
Cecile,1904-01-24,673
Joeann,1932-05-02,994
Ada,1989-08-30,676
Lorie,2000-11-27,849
Briney,1902-10-05,826
Joeann,1989-05-28,666
Deane,1913-12-16,283
Emilia,1926-05-23,27
Vita,1904-02-03,162
Ezmeralda,1924-04-29,516
Emmey,1975-06-27,873
Deloria,1925-08-24,352
Alejandra,1902-05-15,897
Cyb,1920-07-22,439
Carmela,1973-05-08,103
Kimberley,1956-01-10,252
Mildrid,1954-04-21,478
Sabina,1925-07-27,101
Brooks,1942-08-19,957
Marsiella,1947-12-21,526
Fawne,1938-10-24,562
Sonni,1900-01-21,414
Renae,1928-10-20,981
Lanna,1958-11-11,889
Karlee,1977-04-18,325
Anestassia,1988-06-11,66
Hettie,1926-12-24,996
Aimil,1981-09-24,317
Kayla,1981-01-08,446
Luci,1915-06-07,194
Jere,1927-05-01,139
Leona,1939-09-15,335
Selia,1978-01-06,957
Kelly,1958-06-19,650
Devina,1987-04-27,453
Mariele,1971-07-13,741
Margalo,1961-09-28,12
Selma,1952-06-02,231
Ebonee,1956-03-09,32
Wendi,1923-06-07,183
Jaclyn,1975-03-24,728
Lucy,2015-07-10,853
Paulita,2011-08-30,725
Jinny,1988-02-23,16
Reeba,1931-09-11,725
Deane,1920-10-12,367
Brandise,1955-08-13,630
Corina,1985-09-30,544
Kathy,1954-02-06,475
Sherrie,1943-09-10,551
Arlina,1928-03-19,798
Helsa,2015-08-02,657
Dione,1933-02-13,30
Maye,1947-09-04,14
Philis,2014-02-14,623
Celestyna,1967-09-30,250
Cyb,2004-06-07,798
Dulcinea,1978-04-23,440
Jobi,1938-10-23,762
Nelle,2011-01-20,8
Jacenta,1978-02-23,81
Tressa,1951-09-26,165
Dorthy,1984-08-01,716
Clo,1954-01-13,856
Lynde,1908-05-02,516
Lynea,1974-09-19,314
Heddie,1994-06-17,617
Kara-Lynn,1908-08-21,422
Nannie,1906-03-09,894
Marguerite,1977-03-16,166
Renae,2007-02-16,822
Elmira,1942-06-05,300
Sidoney,1949-11-23,382
Alia,1953-04-05,713
Ricky,1947-08-24,166
Nannie,2007-03-16,989
Marleah,1979-11-23,20
Susette,1958-08-12,177
Zsa Zsa,1997-09-16,941
Dagmar,1952-03-11,430
Giustina,2009-11-06,244
Kalina,1994-11-28,173
Arabel,1995-09-13,372
Rhea,1978-01-11,180
Sam,1917-05-14,384
Diena,1999-12-10,899
Ricky,2011-01-18,709
Olivette,1938-07-15,507
Kylynn,1968-05-23,764
Belva,1935-05-25,477
Berta,1984-06-15,682
Ashlee,2019-09-07,285
Raf,1909-10-07,426
Dolli,1940-08-13,366
Cherilyn,1900-05-05,407
Lucy,2014-08-16,129
Corina,1978-12-31,515
Lila,1933-04-29,240
Ardys,1948-03-07,449
Dotty,1992-06-10,798
Gisela,1936-12-12,413
Siana,1936-06-24,642
Wilma,1937-09-21,665
Tami,1944-03-15,472
Nataline,1937-12-03,288
Belinda,1983-11-20,936
Di,1929-06-09,847
Dorice,2001-04-13,192
Daphne,1932-05-17,121
Dorene,1920-04-10,894
Laurene,1978-09-16,827
Dolli,1995-02-10,64
Marinna,1903-04-18,912
Kathy,1907-03-11,112
Vivia,2018-09-08,519
Charissa,1929-01-14,831
Elie,1920-08-11,353
Lynnea,2011-03-24,102
Ebonee,1976-08-04,272
Stephanie,1957-10-02,624
Brandise,1964-07-22,124
Vonny,1968-11-07,456
Zia,2006-03-15,826
Alejandra,1992-08-27,500
Maisey,1960-11-06,993
Karina,2012-06-22,574
Celene,1920-05-19,647
Cathyleen,1913-08-31,311
Aeriela,1998-12-26,638
Danika,1963-11-10,998
Jessamyn,1956-02-01,31
Sidoney,1975-08-20,216
Orsola,1981-07-24,58
Sybille,1977-08-23,524
Deane,1958-01-14,539
Kylynn,1909-03-22,64
Edith,1975-03-05,252
Heddie,1953-06-04,124
Jean,1923-01-20,361
Paulita,1957-10-25,9
Beatriz,1974-08-13,849
Jillayne,1936-10-14,758
Jenilee,1974-11-06,847
Kelly,1943-08-03,523
Lindie,1985-11-23,443
Tami,1980-10-28,54
Dede,1982-12-12,897
Rani,1951-10-18,825
Anica,2017-03-22,678
Aigneis,1915-11-05,102
Chloris,1935-12-05,474
Glenda,1914-12-13,863
Robbi,1908-05-03,117
Gianina,1919-10-18,3
Maud,1972-04-14,987
Tomasina,1935-11-17,283
Frieda,1936-02-24,323
Phedra,1957-06-29,682
Linzy,2009-09-28,765
Joeann,2010-07-13,718
Blondelle,1911-04-15,39
Wilma,1914-12-12,960
Adele,1997-08-23,339
Carolina,1933-12-29,670
Jacenta,1917-01-14,21
Dotty,2015-02-09,996
Alex,1963-11-20,493
Kerrin,1988-05-01,917
Gui,1983-07-23,533
Joeann,1910-07-15,602
Babita,1956-08-29,447
Gavrielle,1981-07-31,512
Mara,2004-03-03,616
Wileen,1920-01-14,370
Donetta,1916-01-10,164
Charmaine,1941-05-29,978
Peri,1957-04-25,82
Atlanta,1908-06-22,228
Lenna,1992-02-26,906
Tersina,1941-05-07,823
Loree,2009-04-04,626
Sharai,1975-01-09,727
Catharine,2011-03-21,298
Ada,2009-08-02,264
Lorenza,1906-04-08,899
Marjie,2011-07-30,547
Heida,1989-10-16,376
Jenilee,1916-08-01,861
Rosabelle,2017-04-17,881
Drucie,1958-03-04,206
Cissiee,1917-11-30,807
Deloria,2005-09-30,982
Sue,1970-05-07,77
