Song,Date,Total Number of Plays for Date
Babita,1916-09-24,964
Babita,1918-06-05,151
Babita,1919-04-19,220
Babita,1942-08-22,558
Babita,1945-12-05,613
Babita,1956-08-29,447
Babita,1971-11-09,15
Babita,1991-12-19,785
Babita,1997-07-11,618
Barbara,1903-05-24,583
Barbara,1905-06-30,638
Barbara,1914-05-24,389
Barbara,1925-08-01,233
Barbara,1926-11-07,846
Barbara,1937-03-10,460
Barbara,1938-08-10,8
Barbara,1939-10-11,806
Barbara,1940-04-24,271
Barbara,1946-11-22,370
Barbara,1948-12-16,683
Barbara,1967-06-09,768
Barbara,1968-11-25,242
Barbara,1982-08-24,334
Barbara,1988-05-25,982
Barbara,1991-06-04,75
Barbara,1998-02-27,791
Barbi,1901-10-12,784
Barbi,1905-03-02,82
Barbi,1905-04-24,575
Barbi,1907-09-01,831
Barbi,1931-07-05,8
Barbi,1932-01-12,71
Barbi,1934-07-20,870
Barbi,1947-03-04,257
Barbi,1966-04-19,846
Barbi,1969-11-05,710
Barbi,1987-12-07,349
Barbi,1989-03-28,406
Barbi,2007-05-16,695
Barbi,2018-05-05,115
Basia,1900-10-25,784
Basia,1901-05-26,118
Basia,1909-04-27,415
Basia,1910-01-15,548
Basia,1919-01-08,64
Basia,1920-09-26,175
Basia,1920-11-02,216
Basia,1922-12-31,618
Basia,1927-08-28,488
Basia,1932-05-24,976
Basia,1936-06-02,615
Basia,1966-09-14,905
Basia,1968-01-22,765
Basia,1968-10-14,253
Basia,1969-01-05,294
Basia,1969-02-10,653
Basia,1982-09-12,687
Basia,1992-05-16,42
Basia,2005-11-13,134
Basia,2012-04-05,850
Basia,2012-07-04,351
Basia,2015-01-09,102
Beatriz,1906-01-14,812
Beatriz,1907-04-02,265
Beatriz,1913-06-19,125
Beatriz,1923-08-02,158
Beatriz,1940-01-11,636
Beatriz,1967-11-01,80
Beatriz,1974-08-13,849
Beatriz,1986-07-12,760
Beatriz,1993-10-01,497
Beatriz,2000-03-15,753
Beatriz,2013-05-11,330
Beatriz,2015-10-26,398
Bee,1905-03-21,356
Bee,1905-06-07,937
Bee,1906-02-04,205
Bee,1918-07-08,388
Bee,1930-02-26,811
Bee,1936-09-30,301
Bee,1947-01-05,578
Bee,1947-03-10,580
Bee,1948-03-25,364
Bee,1954-05-25,954
Bee,1964-04-29,180
Bee,1965-07-09,764
Bee,1967-05-22,517
Bee,1968-07-23,45
Bee,1977-08-21,662
Bee,1981-09-02,549
Bee,1983-02-13,609
Bee,1999-02-28,811
Bee,2006-09-15,445
Belinda,1902-12-19,243
Belinda,1909-12-16,474
Belinda,1917-07-05,905
Belinda,1922-10-03,991
Belinda,1926-04-20,299
Belinda,1939-02-17,967
Belinda,1953-04-24,680
Belinda,1959-05-13,507
Belinda,1968-12-06,827
Belinda,1972-05-27,948
Belinda,1983-11-20,936
Belinda,1985-02-26,606
Belinda,1990-11-29,676
Belinda,2007-10-10,919
Belinda,2015-05-17,172
Belva,1904-06-22,999
Belva,1907-10-29,4
Belva,1912-03-11,606
Belva,1928-06-01,307
Belva,1934-07-01,880
Belva,1934-11-12,975
Belva,1935-05-25,477
Belva,1936-01-06,161
Belva,1941-03-04,889
Belva,1943-03-23,700
Belva,1944-06-04,4
Belva,1949-04-05,132
Belva,1957-12-10,263
Belva,1971-12-26,973
Belva,1976-05-30,332
Belva,1984-07-10,566
Belva,1990-01-15,150
Belva,2002-04-15,667
Belva,2010-02-07,268
Benita,1902-07-10,317
Benita,1913-11-19,745
Benita,1921-09-21,16
Benita,1923-06-08,362
Benita,1943-10-23,420
Benita,1952-04-09,643
Benita,1955-09-22,952
Benita,1958-01-31,505
Benita,1963-03-03,870
Benita,1972-10-01,990
Benita,1981-01-22,536
Benita,1982-01-30,363
Benita,1982-02-12,987
Benita,1984-12-28,479
Benita,1985-06-09,41
Benita,2005-04-26,844
Benita,2009-04-10,264
Berget,1902-10-31,678
Berget,1915-11-04,921
Berget,1925-09-15,870
Berget,1951-02-05,526
Berget,1952-11-27,733
Berget,1963-09-25,239
Berget,1975-11-09,794
Berget,1977-03-17,376
Berget,1980-10-02,306
Berget,1981-05-15,954
Berget,2007-02-04,889
Berget,2013-08-21,180
Berget,2015-12-14,876
Berget,2017-04-18,258
Bernardine,1900-08-05,362
Bernardine,1906-04-01,391
Bernardine,1909-04-21,630
Bernardine,1909-06-02,512
Bernardine,1931-07-28,781
Bernardine,1932-12-11,254
Bernardine,1938-07-01,539
Bernardine,1945-03-19,938
Bernardine,1964-07-13,654
Bernardine,1981-10-10,142
Bernardine,1983-08-31,989
Bernardine,1987-07-21,444
Bernie,1910-01-07,220
Bernie,1910-03-31,519
Bernie,1928-09-07,455
Bernie,1937-12-27,888
Bernie,1948-12-26,760
Bernie,1949-01-09,892
Bernie,1958-11-13,833
Bernie,1959-10-13,204
Bernie,1967-02-02,487
Bernie,1981-03-08,700
Bernie,1984-09-11,671
Bernie,2009-04-23,416
Bernie,2010-01-03,695
Bernie,2012-10-21,811
Berta,1919-03-25,201
Berta,1923-09-08,110
Berta,1923-10-21,567
Berta,1931-09-14,185
Berta,1935-11-19,465
Berta,1943-08-07,667
Berta,1950-09-02,700
Berta,1958-11-26,832
Berta,1974-08-31,948
Berta,1977-08-18,306
Berta,1984-01-02,451
Berta,1984-06-15,682
Berta,1985-03-23,748
Berta,1991-10-16,590
Berta,1993-11-24,476
Berta,2003-04-12,766
Berta,2008-07-15,528
Berta,2009-06-19,972
Berta,2011-07-19,506
Berta,2012-08-02,471
Berta,2017-01-20,531
Berta,2017-06-05,971
Bertine,1905-11-09,63
Bertine,1908-10-20,412
Bertine,1924-06-10,50
Bertine,1925-06-25,361
Bertine,1934-01-27,488
Bertine,1948-06-08,168
Bertine,1958-02-24,60
Bertine,1968-08-17,747
Bertine,1969-02-02,309
Bertine,1970-02-09,333
Bertine,1976-08-22,502
Bertine,1977-09-13,454
Bertine,1979-01-02,256
Bertine,1996-04-21,495
Beth,1905-05-05,947
Beth,1911-10-29,197
Beth,1914-03-19,847
Beth,1917-07-30,504
Beth,1919-09-04,887
Beth,1923-04-02,824
Beth,1931-08-28,191
Beth,1939-12-30,178
Beth,1940-08-05,210
Beth,1943-02-08,589
Beth,1947-09-28,823
Beth,1948-10-16,377
Beth,1949-05-23,95
Beth,1953-03-16,597
Beth,1962-04-03,353
Beth,1978-08-20,415
Beth,1979-05-19,343
Beth,1985-08-12,636
Beth,1989-12-09,90
Beth,1993-12-25,885
Beth,2002-03-27,26
Beth,2005-01-26,72
Beth,2005-02-05,965
Beth,2009-06-23,263
Beth,2011-11-18,341
Beth,2015-07-11,652
Betta,1901-01-27,989
Betta,1905-06-04,137
Betta,1934-01-29,259
Betta,1937-05-20,345
Betta,1939-11-11,428
Betta,1940-01-14,105
Betta,1968-06-21,239
Betta,1978-04-19,259
Betta,1987-06-25,370
Betta,1988-01-02,640
Betta,2007-04-20,238
Betta,2015-08-02,153
Bettine,1905-05-31,331
Bettine,1917-06-16,183
Bettine,1917-09-20,658
Bettine,1929-03-18,52
Bettine,1940-04-04,776
Bettine,1945-03-20,285
Bettine,1979-09-13,752
Bettine,1982-05-21,957
Bettine,1984-07-01,330
Bettine,1984-09-23,375
Bettine,1995-05-24,237
Bettine,2007-09-29,568
Bettine,2017-01-26,383
Beverley,1915-08-02,282
Beverley,1915-10-29,109
Beverley,1920-03-31,556
Beverley,1922-11-24,935
Beverley,1928-08-29,374
Beverley,1933-01-04,241
Beverley,1935-04-08,353
Beverley,1946-10-07,227
Beverley,1948-06-04,163
Beverley,1959-07-01,286
Beverley,1963-06-08,20
Beverley,1970-04-04,873
Beverley,1986-12-17,188
Beverley,1988-05-07,495
Beverley,1995-03-11,237
Beverley,2008-11-14,881
Bibby,1904-11-16,377
Bibby,1915-01-07,135
Bibby,1916-10-14,435
Bibby,1927-09-02,632
Bibby,1938-09-26,627
Bibby,1945-10-29,110
Bibby,1980-05-23,478
Bibby,1994-09-22,624
Bibby,2003-02-20,477
Bibby,2015-12-11,650
Bibby,2017-05-03,307
Bill,1903-03-10,85
Bill,1907-11-18,677
Bill,1920-10-19,831
Bill,1921-10-26,70
Bill,1924-07-30,253
Bill,1928-10-15,661
Bill,1939-03-14,905
Bill,1956-03-10,358
Bill,1957-07-15,346
Bill,1960-11-09,234
Bill,1971-05-17,522
Bill,1974-10-03,603
Bill,1977-12-22,116
Bill,1982-05-24,174
Bill,2007-12-31,448
Bill,2008-07-07,25
Bill,2012-08-10,190
Bill,2012-11-28,186
Binny,1901-04-12,843
Binny,1935-11-28,259
Binny,1957-10-24,575
Binny,1959-09-20,339
Binny,1974-07-17,428
Binny,1986-07-15,387
Binny,1989-06-18,45
Binny,1996-07-30,124
Binny,2015-12-07,649
Blake,1902-08-27,11
Blake,1921-06-12,959
Blake,1928-08-22,679
Blake,1928-11-28,463
Blake,1929-05-19,313
Blake,1941-05-02,169
Blake,1947-11-12,116
Blake,1950-10-13,721
Blake,1959-09-30,572
Blake,1964-01-17,375
Blake,1964-06-20,473
Blake,1985-09-13,632
Blake,1988-06-30,433
Blake,1993-03-01,931
Blake,1994-08-14,994
Blake,1996-10-27,134
Blake,1999-06-30,26
Blake,2003-11-28,168
Blake,2008-10-11,895
Blake,2010-10-17,192
Blake,2019-02-05,279
Blinni,1908-01-16,708
Blinni,1911-03-01,882
Blinni,1928-05-07,116
Blinni,1940-08-22,376
Blinni,1952-07-05,171
Blinni,1953-07-11,976
Blinni,1966-12-21,275
Blinni,1971-12-16,286
Blinni,1976-12-04,30
Blinni,1979-06-30,963
Blinni,1981-05-14,628
Blinni,1984-06-07,32
Blinni,1994-03-04,36
Blinni,2006-02-17,753
Blinni,2007-12-27,255
Blinni,2008-05-11,955
Blondelle,1903-11-21,228
Blondelle,1911-04-15,39
Blondelle,1925-08-24,586
Blondelle,1961-01-03,174
Blondelle,1986-07-18,358
Blondelle,1997-08-04,952
Blondelle,2011-06-17,253
Blondelle,2015-01-18,370
Bobbi,1906-02-13,681
Bobbi,1908-11-13,248
Bobbi,1909-12-18,520
Bobbi,1913-09-20,901
Bobbi,1913-11-13,832
Bobbi,1920-03-16,221
Bobbi,1944-04-08,355
Bobbi,1957-11-17,958
Bobbi,1962-06-04,890
Bobbi,1986-09-15,454
Bobbi,1988-09-05,811
Bobbi,1989-07-19,366
Bobbi,1998-12-12,308
Bobbi,2005-05-05,354
Bobinette,1910-12-03,270
Bobinette,1931-01-25,902
Bobinette,1935-07-14,352
Bobinette,1941-04-10,7
Bobinette,1945-02-08,215
Bobinette,1956-05-18,223
Bobinette,1969-05-24,431
Bobinette,1970-02-22,391
Bobinette,1970-08-31,435
Bobinette,1982-08-05,13
Bobinette,2014-09-30,1
Brana,1920-07-19,258
Brana,1924-10-18,311
Brana,1927-05-25,866
Brana,1942-10-27,471
Brana,1952-04-18,89
Brana,1960-07-10,466
Brana,1960-11-10,508
Brana,1972-08-18,333
Brana,2005-09-01,6
Brana,2015-02-18,376
Brandise,1936-05-21,867
Brandise,1946-05-23,854
Brandise,1951-06-17,589
Brandise,1952-06-13,545
Brandise,1954-04-05,249
Brandise,1955-08-13,630
Brandise,1964-07-22,124
Brandise,1970-11-10,434
Brandise,1976-08-15,512
Brandise,1981-01-31,159
Brandise,1987-09-03,369
Brandise,1989-07-25,58
Brandise,1991-01-15,644
Brandise,1992-06-01,668
Brandise,1998-02-17,921
Brandise,1998-06-07,832
Brandise,2000-01-02,208
Brandise,2000-10-18,61
Brena,1902-06-10,572
Brena,1913-10-03,86
Brena,1919-11-02,912
Brena,1925-02-03,42
Brena,1944-05-30,205
Brena,1951-06-02,494
Brena,1962-09-13,775
Brena,1971-01-28,407
Brena,1978-07-16,340
Brena,2001-10-30,184
Brena,2006-03-17,120
Brena,2007-04-19,540
Brena,2008-05-12,286
Brianna,1904-12-23,528
Brianna,1906-08-16,819
Brianna,1907-11-07,287
Brianna,1913-01-27,746
Brianna,1916-01-13,492
Brianna,1925-08-19,836
Brianna,1926-08-31,7
Brianna,1995-08-15,302
Brianna,2006-07-31,942
Brianna,2013-10-17,545
Brietta,1907-05-19,157
Brietta,1912-06-11,487
Brietta,1925-11-23,882
Brietta,1937-07-17,410
Brietta,1948-10-08,865
Brietta,1959-02-22,300
Brietta,1967-06-17,49
Brietta,1970-12-03,314
Brietta,2006-01-08,39
Brietta,2010-05-07,96
Briney,1902-10-05,826
Briney,1910-10-15,31
Briney,1912-05-26,335
Briney,1914-10-12,933
Briney,1919-01-26,544
Briney,1930-02-09,823
Briney,1937-01-01,77
Briney,1953-03-10,495
Briney,1959-03-14,574
Briney,1962-01-06,991
Briney,1975-03-04,205
Briney,1984-07-25,111
Briney,1987-05-14,233
Briney,1988-05-02,500
Briney,1999-05-15,931
Briney,2003-01-01,72
Briney,2009-05-30,654
Briney,2018-10-01,431
Britni,1922-12-08,605
Britni,1930-10-03,143
Britni,1931-04-13,93
Britni,1932-02-18,580
Britni,1935-03-29,961
Britni,1937-06-13,391
Britni,1948-03-04,518
Britni,1975-03-16,966
Britni,1975-07-21,778
Britni,1981-06-03,588
Britni,2009-11-06,492
Britni,2015-05-05,353
Britte,1904-12-01,149
Britte,1905-01-11,143
Britte,1908-07-30,903
Britte,1918-04-29,931
Britte,1924-11-07,103
Britte,1931-01-11,472
Britte,1941-09-22,113
Britte,1950-07-05,336
Britte,1950-11-17,554
Britte,1960-07-28,191
Britte,1980-01-14,650
Britte,2001-06-02,604
Britte,2004-07-28,93
Britte,2007-07-10,382
Britte,2019-08-20,29
Brooks,1902-02-02,128
Brooks,1924-12-11,622
Brooks,1942-06-14,574
Brooks,1942-08-19,957
Brooks,1968-01-14,517
Brooks,1972-06-17,472
Brooks,1974-11-28,589
Brooks,1980-02-21,894
Brooks,1982-12-28,575
Brooks,2006-05-06,195
Brooks,2007-02-14,580
Brooks,2008-06-30,855
Brooks,2012-02-19,817
Brooks,2014-11-17,408
Brynna,1918-11-06,467
Brynna,1921-04-04,93
Brynna,1923-09-13,678
Brynna,1933-06-29,886
Brynna,1936-03-27,250
Brynna,1950-09-16,677
Brynna,1965-03-09,368
Brynna,1969-09-22,703
Brynna,1977-02-09,92
Brynna,1988-09-11,199
Brynna,1997-12-09,911
Brynna,1998-05-02,622
Brynna,2000-09-04,408
Brynna,2000-09-11,378
Brynna,2008-11-25,870
Cacilie,1901-11-19,561
Cacilie,1912-01-03,150
Cacilie,1916-03-27,953
Cacilie,1935-09-01,67
Cacilie,1944-01-18,41
Cacilie,1950-04-14,922
Cacilie,1954-12-08,449
Cacilie,1957-09-21,766
Cacilie,1973-12-19,687
Cacilie,1986-02-01,774
Cacilie,1994-09-26,326
Calla,1900-01-25,257
Calla,1903-03-13,864
Calla,1908-07-19,268
Calla,1922-04-07,702
Calla,1938-08-31,539
Calla,1950-04-15,62
Calla,1950-11-02,27
Calla,1959-09-22,448
Calla,1977-06-04,276
Calla,1991-12-29,145
Calla,1992-02-22,462
Calla,1998-09-13,434
Calla,2017-10-27,368
Cam,1901-02-25,681
Cam,1905-06-22,557
Cam,1928-02-02,705
Cam,1944-04-16,140
Cam,1945-11-12,731
Cam,1973-03-15,242
Cam,1996-07-10,152
Cam,2007-10-31,616
Camile,1900-09-02,671
Camile,1913-04-22,752
Camile,1915-05-12,99
Camile,1916-06-10,72
Camile,1938-08-30,580
Camile,1944-12-20,299
Camile,1945-05-12,525
Camile,1950-07-26,455
Camile,1956-11-19,221
Camile,1959-07-02,465
Camile,1961-09-16,84
Camile,1962-04-17,219
Camile,2003-03-13,126
Camile,2003-07-20,598
Camile,2003-07-29,831
Candi,1912-01-19,90
Candi,1913-06-25,23
Candi,1927-05-07,45
Candi,1940-06-23,129
Candi,1943-03-14,309
Candi,1951-10-03,378
Candi,1958-10-19,126
Candi,1960-12-20,337
Candi,1964-05-05,785
Candi,1975-08-13,82
Candi,1978-01-27,977
Candi,1981-12-19,533
Candi,1991-11-09,626
Candi,1995-06-24,278
Candi,2003-02-16,580
Candi,2009-02-03,891
Candi,2015-02-28,399
Candy,1900-06-25,871
Candy,1904-09-30,95
Candy,1906-03-13,74
Candy,1914-12-11,881
Candy,1940-05-29,724
Candy,1943-12-06,608
Candy,1944-07-29,742
Candy,1952-03-15,252
Candy,1986-02-28,382
Candy,2001-12-14,552
Candy,2015-11-02,136
Caressa,1904-08-21,870
Caressa,1908-08-19,445
Caressa,1917-12-12,84
Caressa,1932-10-03,185
Caressa,1956-07-10,143
Caressa,1975-07-08,815
Caressa,1990-01-08,520
Carilyn,1908-02-02,548
Carilyn,1916-06-29,550
Carilyn,1929-05-28,436
Carilyn,1938-02-15,343
Carilyn,1941-06-21,142
Carilyn,1964-10-25,916
Carilyn,1966-05-24,109
Carilyn,1966-06-21,400
Carilyn,1975-05-22,973
Carilyn,1981-05-29,115
Carilyn,1996-10-21,289
Carilyn,2007-07-23,110
Carilyn,2008-01-07,739
Carilyn,2009-11-25,736
Carilyn,2011-05-29,723
Caritta,1924-08-09,872
Caritta,1926-06-02,341
Caritta,1927-01-04,54
Caritta,1929-11-03,753
Caritta,1939-12-10,201
Caritta,1949-05-07,451
Caritta,1949-10-24,699
Caritta,1951-11-23,392
Caritta,1981-03-24,982
Caritta,1989-04-13,962
Caritta,2010-01-21,534
Caritta,2010-04-18,622
Carlie,1906-01-19,804
Carlie,1922-11-12,182
Carlie,1944-06-26,62
Carlie,1944-08-13,639
Carlie,1948-08-19,282
Carlie,1949-05-28,26
Carlie,1957-12-06,265
Carlie,1968-11-25,766
Carlie,1971-10-30,673
Carlie,1981-09-27,593
Carlie,1987-01-29,632
Carlie,1987-08-12,905
Carlie,1989-05-29,401
Carlie,1998-06-27,374
Carlie,2017-11-05,464
Carly,1912-04-24,595
Carly,1914-06-17,808
Carly,1926-02-11,498
Carly,1947-06-28,144
Carly,1955-05-04,175
Carly,1969-09-25,713
Carly,1975-08-16,288
Carly,1980-10-21,612
Carly,1991-07-23,710
Carly,1996-11-27,266
Carly,1999-12-31,970
Carly,2003-09-29,954
Carmela,1924-04-04,700
Carmela,1935-03-31,44
Carmela,1937-10-28,344
Carmela,1961-04-17,597
Carmela,1971-10-19,68
Carmela,1973-05-08,103
Carmela,1974-01-30,482
Carmela,1974-07-07,545
Carmela,1979-02-07,754
Carmela,1982-03-09,145
Carmela,1984-11-23,782
Carmela,1989-05-27,991
Carmela,1994-03-13,480
Carmela,2009-02-20,88
Carmencita,1922-08-22,326
Carmencita,1937-04-21,650
Carmencita,1937-11-18,765
Carmencita,1943-01-01,152
Carmencita,1946-01-23,206
Carmencita,1951-03-09,179
Carmencita,1952-08-30,403
Carmencita,1961-04-13,904
Carmencita,1963-10-11,39
Carmencita,1965-04-19,55
Carmencita,1981-03-21,75
Carmencita,1988-06-26,627
Carmencita,2000-11-25,102
Carmencita,2001-06-19,457
Carmencita,2007-04-11,896
Carol-Jean,1906-06-03,878
Carol-Jean,1909-04-04,366
Carol-Jean,1932-01-03,169
Carol-Jean,1936-06-23,928
Carol-Jean,1937-01-22,706
Carol-Jean,1944-12-13,110
Carol-Jean,1954-09-28,596
Carol-Jean,1965-12-18,333
Carol-Jean,1968-12-10,867
Carol-Jean,1974-07-23,210
Carol-Jean,1976-03-14,251
Carol-Jean,1976-04-19,27
Carol-Jean,1977-08-12,137
Carol-Jean,1993-10-22,10
Carol-Jean,1999-12-08,697
Carol-Jean,2014-06-11,349
Carolina,1901-05-06,665
Carolina,1907-08-30,899
Carolina,1927-03-19,374
Carolina,1933-12-29,670
Carolina,1956-01-19,654
Carolina,1988-08-13,864
Carolina,1993-08-30,679
Carolina,1994-10-27,776
Carolina,1995-04-16,687
Carolina,1995-12-13,675
Carolina,2005-05-21,602
Carolina,2006-08-26,376
Carolina,2007-09-16,526
Carree,1902-06-09,11
Carree,1907-03-17,203
Carree,1914-08-23,329
Carree,1922-02-02,298
Carree,1927-05-25,198
Carree,1938-11-14,395
Carree,1940-12-29,50
Carree,1953-11-30,649
Carree,1959-10-11,60
Carree,1963-05-14,728
Carree,1965-10-06,304
Carree,1977-04-01,180
Carree,1989-01-28,562
Carree,1992-04-08,374
Carree,1999-07-16,107
Carree,2001-02-24,79
Carree,2003-09-22,10
Carree,2004-08-12,44
Carree,2010-05-09,889
Caryl,1905-07-17,607
Caryl,1919-07-24,164
Caryl,1926-01-03,245
Caryl,1951-12-12,578
Caryl,1958-05-07,630
Caryl,1964-11-30,205
Caryl,1977-10-27,616
Caryl,1988-07-30,640
Caryl,1994-08-02,349
Caryl,1995-12-03,521
Caryl,2006-01-16,573
Caryl,2014-05-21,864
Cassandra,1906-03-07,31
Cassandra,1923-08-15,544
Cassandra,1926-01-04,100
Cassandra,1930-03-13,666
Cassandra,1944-08-18,883
Cassandra,1950-11-17,821
Cassandra,1962-06-01,434
Cassandra,1988-09-29,574
Cassandra,1992-11-10,229
Cassandra,2002-01-25,908
Cassandra,2015-07-07,377
Cassondra,1915-04-22,470
Cassondra,1920-11-28,134
Cassondra,1930-05-15,744
Cassondra,1932-01-31,414
Cassondra,1943-09-15,407
Cassondra,1949-07-11,441
Cassondra,1960-06-20,358
Cassondra,1976-10-25,112
Cassondra,1982-01-29,732
Cassondra,1982-12-03,162
Cassondra,1988-08-28,130
Cassondra,1989-03-02,294
Cassondra,1991-11-17,409
Cassondra,1992-12-25,817
Cassondra,1994-09-14,30
Cassondra,2005-06-08,458
Cassondra,2012-12-24,227
Cassondra,2015-03-05,181
Cassondra,2015-12-07,133
Catharine,1917-08-06,403
Catharine,1923-07-12,398
Catharine,1931-05-22,168
Catharine,1936-10-22,294
Catharine,1952-10-10,472
Catharine,1953-01-31,142
Catharine,1960-07-04,708
Catharine,1980-03-04,361
Catharine,1996-06-25,831
Catharine,2011-03-21,298
Catharine,2013-05-20,340
Catharine,2014-05-13,383
Cathie,1915-08-12,191
Cathie,1925-11-23,425
Cathie,1935-03-08,221
Cathie,1960-10-11,301
Cathie,1971-10-11,392
Cathie,1974-03-06,815
Cathie,1978-10-24,733
Cathie,1983-09-07,662
Cathie,1986-04-03,19
Cathie,1988-08-19,942
Cathie,1992-11-13,85
Cathie,2004-11-15,944
Cathyleen,1907-10-05,333
Cathyleen,1913-08-31,311
Cathyleen,1913-11-17,958
Cathyleen,1919-11-19,378
Cathyleen,1921-08-13,615
Cathyleen,1926-10-14,832
Cathyleen,1932-01-02,87
Cathyleen,1935-06-24,21
Cathyleen,1944-12-05,446
Cathyleen,1947-02-11,559
Cathyleen,1955-09-17,38
Cathyleen,1960-07-17,349
Cathyleen,1974-01-23,709
Cathyleen,1975-01-29,319
Cathyleen,1978-08-04,712
Cathyleen,1978-12-13,125
Cathyleen,1981-11-09,935
Cathyleen,2007-08-03,55
Cathyleen,2009-07-13,464
Cathyleen,2009-07-24,98
Catrina,1910-04-16,680
Catrina,1910-10-28,723
Catrina,1918-12-31,927
Catrina,1939-08-29,974
Catrina,1945-04-05,905
Catrina,1958-10-15,911
Catrina,1968-02-07,255
Catrina,1972-08-27,214
Catrina,1974-03-31,999
Catrina,1984-10-19,170
Catrina,1985-08-30,347
Catrina,1991-12-12,507
Catrina,1996-09-18,10
Catrina,2000-06-20,635
Catrina,2014-09-30,509
Cecile,1904-01-24,673
Cecile,1905-01-10,707
Cecile,1925-08-24,684
Cecile,1941-07-13,989
Cecile,1953-07-19,767
Cecile,1974-12-05,22
Cecile,1981-01-10,248
Cecile,1983-10-29,455
Cecile,1991-11-27,30
Cecile,1993-12-01,48
Cecile,2012-08-26,74
Cecile,2013-09-04,938
Celene,1901-04-05,18
Celene,1909-07-06,904
Celene,1920-05-19,647
Celene,1929-11-21,222
Celene,1936-05-23,239
Celene,1938-02-04,361
Celene,1938-06-15,196
Celene,1941-02-24,259
Celene,1944-02-09,357
Celene,1953-04-03,54
Celene,1953-06-21,494
Celene,1958-11-10,18
Celene,1981-09-04,84
Celene,1983-02-22,167
Celene,1992-10-10,822
Celene,2014-01-31,577
Celene,2014-02-15,367
Celene,2015-09-16,131
Celestyna,1927-11-26,741
Celestyna,1937-09-12,693
Celestyna,1938-04-01,233
Celestyna,1939-10-26,503
Celestyna,1943-12-08,31
Celestyna,1955-02-06,192
Celestyna,1956-05-15,202
Celestyna,1967-09-30,250
Celestyna,1970-04-28,475
Celestyna,1998-12-19,532
Celestyna,2012-04-03,62
Celestyna,2013-06-17,1000
Celestyna,2019-11-02,535
Celisse,1907-09-26,815
Celisse,1913-03-13,813
Celisse,1917-04-04,462
Celisse,1919-08-17,510
Celisse,1931-02-16,429
Celisse,1951-12-13,97
Celisse,1955-05-28,45
Celisse,1971-01-28,51
Celisse,1974-07-31,199
Celisse,1992-09-16,794
Celisse,1993-07-14,683
Celisse,1995-09-25,714
Chandra,1909-06-29,416
Chandra,1910-03-13,749
Chandra,1914-07-15,710
Chandra,1921-01-17,382
Chandra,1925-06-18,912
Chandra,1929-10-15,422
Chandra,1935-01-30,342
Chandra,1945-11-09,417
Chandra,1948-02-14,97
Chandra,1950-03-13,988
Chandra,1955-08-25,396
Chandra,1957-09-22,599
Chandra,1960-01-17,383
Chandra,1966-03-15,964
Chandra,1976-02-25,691
Chandra,1989-01-19,656
Chandra,1998-10-18,779
Charissa,1911-07-23,278
Charissa,1918-10-11,508
Charissa,1929-01-14,831
Charissa,1934-01-11,340
Charissa,1940-07-07,91
Charissa,1954-01-19,194
Charissa,1960-02-29,191
Charissa,1972-12-12,943
Charissa,1976-07-31,339
Charissa,1987-08-21,676
Charissa,2009-04-19,275
Charissa,2019-09-10,167
Charlena,1904-10-20,461
Charlena,1916-03-06,422
Charlena,1919-12-09,296
Charlena,1920-08-09,795
Charlena,1947-10-21,738
Charlena,1960-07-29,621
Charlena,1968-11-26,350
Charlena,1980-02-13,833
Charlena,1984-11-12,236
Charlena,1995-01-23,704
Charlena,2014-12-17,850
Charlena,2015-09-07,251
Charlena,2019-12-12,834
Charmaine,1900-03-24,444
Charmaine,1925-08-21,295
Charmaine,1929-09-26,919
Charmaine,1934-05-22,844
Charmaine,1941-05-29,978
Charmaine,1943-12-16,120
Charmaine,1955-06-12,221
Charmaine,1958-05-29,353
Charmaine,1986-01-29,633
Charmaine,1992-06-03,433
Charmaine,2006-11-13,469
Charmaine,2008-11-01,124
Charmaine,2012-09-21,571
Chastity,1907-12-23,697
Chastity,1912-10-31,797
Chastity,1919-01-29,12
Chastity,1921-06-03,695
Chastity,1929-01-08,948
Chastity,1929-01-31,567
Chastity,1940-03-26,148
Chastity,1951-03-26,213
Chastity,1951-11-15,738
Chastity,1951-12-04,947
Chastity,1964-09-26,852
Chastity,1969-08-29,96
Chastity,1983-11-29,197
Chastity,1993-05-14,66
Chastity,1993-09-01,9
Chastity,2014-10-22,763
Chere,1900-09-10,231
Chere,1906-07-05,654
Chere,1915-07-17,432
Chere,1926-06-24,509
Chere,1932-02-01,532
Chere,1934-07-12,963
Chere,1938-01-20,1000
Chere,1938-05-05,490
Chere,1948-06-07,722
Chere,1986-05-29,13
Chere,2002-10-19,492
Cherilyn,1900-05-05,407
Cherilyn,1901-05-08,896
Cherilyn,1901-12-27,377
Cherilyn,1908-03-12,588
Cherilyn,1911-02-16,48
Cherilyn,1913-03-15,867
Cherilyn,1915-10-28,500
Cherilyn,1916-01-02,775
Cherilyn,1917-07-21,797
Cherilyn,1931-05-09,306
Cherilyn,1933-07-02,138
Cherilyn,1950-01-03,686
Cherilyn,1950-05-12,634
Cherilyn,1955-06-20,388
Cherilyn,1978-10-29,160
Cherilyn,1988-12-23,689
Cherilyn,1994-02-27,313
Cherilyn,1994-05-07,793
Cherilyn,1998-03-09,760
Cherilyn,1999-12-18,272
Cherrita,1903-07-04,890
Cherrita,1916-06-11,311
Cherrita,1925-01-28,555
Cherrita,1931-04-06,170
Cherrita,1931-04-25,955
